MCGS_Time,MCGS_TIMEMS,F1Time,F1_T,F1_pH,F1_DO,F1_ZS,F1_F,F1_P,F1_PHJ,F1_PHS,F1_AF,F1_FD,F1_FD2,F1_TP,F1_GZ,F1_JC,F1_ORP,F1_PO2,F1_PC2,F1_OUR,F1_CER,F1_RQ,F1_KLa,F1_FD3,F1_FD4
2023-3-29 0:35:50,680,0.39,36.9051,6.98196,92.4353,299.906,2,0,0,0.547968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:36:50,970,0.406944,36.8463,6.98196,92.3439,299.906,2,0,0,0.548168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:37:50,271,0.423333,36.8404,6.98196,92.2877,299.938,2,0,0,0.54837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:38:50,582,0.44,36.8228,6.98196,92.1189,299.875,2,0,0,0.548574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:39:50,896,0.456944,36.8228,6.98139,92.0065,299.875,2,0,0,0.548774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:40:50,206,0.473333,36.811,6.98196,91.7956,299.938,2,0,0,0.548976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:41:50,566,0.49,36.8522,6.98196,91.676,299.938,2,0,0,0.549178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:42:50,822,0.506944,36.8874,6.98196,91.5636,299.906,2,0,0,0.549382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:43:50,143,0.523333,36.9757,6.98196,91.3948,299.813,2,0,0,0.549579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:44:50,537,0.54,37.0168,6.98196,91.2753,299.875,2,0,0,0.549785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:45:50,843,0.556944,37.0639,6.98139,91.1066,299.938,2,0,0,0.549986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:46:50,97,0.573333,37.0992,6.98196,90.9379,299.875,2,0,0,0.550181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:47:50,425,0.59,37.1286,6.98196,90.7691,299.875,2,0,0,0.550383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:48:50,690,0.606667,37.1286,6.98196,90.5582,299.875,2,0,0,0.550583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:49:50,950,0.623611,37.105,6.97744,90.2629,299.875,2,0,0,0.550784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:50:50,248,0.64,37.0874,6.97744,90.0169,299.844,2,0,0,0.550972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:51:50,586,0.656667,37.0698,6.97744,89.82,299.875,2,0,0,0.551174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:52:50,910,0.673611,37.0521,6.97744,89.5529,299.875,2,0,0,0.551383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:53:50,59,0.69,37.0286,6.97744,89.349,299.813,2,0,0,0.551565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:54:50,321,0.706667,36.9992,6.97293,89.124,299.906,2,0,0,0.551763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:55:50,741,0.723333,36.9757,6.97744,88.8639,299.844,2,0,0,0.551968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:56:50,38,0.74,36.9639,6.97744,88.5756,299.844,2,0,0,0.552167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:57:50,335,0.756667,36.9521,6.97293,88.3015,299.844,2,0,0,0.552369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:58:50,678,0.773333,36.9051,6.97293,88.0624,299.844,2,0,0,0.552571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 0:59:50,738,0.790278,36.8816,6.97293,87.7953,299.781,2,0,0,0.552773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:0:50,265,0.806667,36.8345,6.97293,87.5211,299.844,2,0,0,0.552975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:1:50,551,0.823333,36.8286,6.97293,87.2047,300.188,2,0,0,0.553177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:2:50,825,0.840278,36.811,6.97293,86.9727,299.906,2,0,0,0.553379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:3:50,184,0.856667,36.8051,6.97293,86.7759,299.813,2,0,0,0.553579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:4:50,467,0.873333,36.8345,6.97293,86.579,299.844,2,0,0,0.553781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:5:50,727,0.89,36.8992,6.97293,86.3189,299.875,2,0,0,0.553983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:6:50,15,0.906667,36.9757,6.97293,86.0025,300,2,0,0,0.554185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:7:50,330,0.923333,37.0815,6.97293,85.658,299.813,2,0,0,0.554387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:8:50,631,0.94,37.1403,6.96842,85.3065,299.844,2,0,0,0.554587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:9:50,630,0.956944,37.1345,6.96842,84.9269,299.844,2,0,0,0.554777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:10:50,250,0.973333,37.105,6.97293,84.4769,299.781,2,0,0,0.554971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:11:50,534,0.99,37.0639,6.96842,84.0762,299.844,2,0,0,0.555163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:12:50,827,1.00694,37.0462,6.96842,83.556,299.906,2,0,0,0.555353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:13:50,189,1.02333,37.0051,6.96842,83.1482,300.844,2,0,0,0.555543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:14:50,3,1.04,36.9933,6.96842,82.6772,299.844,2,0,0,0.555737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:15:50,799,1.05694,36.9815,6.96842,82.2764,300.281,2,0,0,0.555927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:16:50,118,1.07333,36.9639,6.96842,81.8195,299.844,2,0,0,0.556119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:17:50,414,1.09,36.9521,6.96786,81.4047,299.813,2,0,0,0.556311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:18:50,737,1.10667,36.9286,6.96786,80.9055,300.188,2,0,0,0.556503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:19:50,44,1.12333,36.9169,6.96842,80.4485,299.844,2,0,0,0.556693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:20:50,332,1.14,36.8874,6.96391,79.858,299.813,2,0,0,0.556885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:21:50,632,1.15667,36.8522,6.96391,79.3237,299.844,2,0,0,0.557077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:22:50,917,1.17361,36.8286,6.96391,77.9035,299.781,2,0,0,0.557269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:23:50,264,1.19,36.8169,6.96391,77.5801,299.969,2,0,0,0.557459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:24:50,572,1.20667,36.8463,6.96391,77.1021,299.813,2,0,0,0.557651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:25:50,852,1.22361,36.8639,6.96391,76.6873,299.844,2,0,0,0.557843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:26:50,174,1.24,36.9404,6.96391,76.1389,299.781,2,0,0,0.558035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:27:50,53,1.25667,36.9757,6.9594,75.5905,299.813,2,0,0,0.558227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:28:50,436,1.27333,37.0227,6.9594,75.1547,299.844,2,0,0,0.558419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:29:50,717,1.29,37.0815,6.9594,74.6555,299.75,2,0,0,0.558609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:30:50,29,1.30667,37.0992,6.9594,74.1915,299.781,2,0,0,0.558801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:31:50,320,1.32333,37.1403,6.9594,73.615,299.781,2,0,0,0.558993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:32:50,639,1.34,37.0992,6.9594,72.0051,299.875,2,0,0,0.559185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:33:50,912,1.35694,37.0345,6.9594,71.2247,299.781,2,0,0,0.559377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:34:50,209,1.37333,37.011,6.95489,70.7185,300.125,2,0,0,0.559569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:35:50,515,1.39,36.9933,6.95489,69.9944,299.813,2,0,0,0.559762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:36:50,802,1.40694,36.9815,6.95489,69.2702,299.781,2,0,0,0.559953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:37:50,118,1.42333,36.9463,6.95489,68.6867,300.031,2,0,0,0.560145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:38:50,391,1.44,36.9345,6.95489,68.1946,300.375,2,0,0,0.560335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:39:50,634,1.45667,36.911,6.95038,66.5846,299.781,2,0,0,0.560527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:40:50,4,1.47333,36.8874,6.95094,65.9941,299.781,2,0,0,0.560717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:41:50,340,1.49,36.8698,6.95038,65.2629,299.75,2,0,0,0.560907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:42:50,645,1.50667,36.8404,6.95038,64.6232,299.75,2,0,0,0.561103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:43:50,976,1.52361,36.8404,6.95038,63.8709,299.75,2,0,0,0.561293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:44:50,243,1.54,36.8169,6.94643,63.3226,299.781,2,0,0,0.561326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:45:50,516,1.55667,36.8404,6.95038,61.586,299.781,2,0,0,0.561353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:46:50,803,1.57361,36.8992,6.95038,60.89,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:47:50,120,1.59,36.9815,6.94586,60.0323,299.781,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:48:50,426,1.60667,37.0756,6.94586,59.1395,300.063,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:49:50,736,1.62333,37.1345,6.93966,57.4873,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:50:50,23,1.64,37.1462,6.94417,56.3484,300.438,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:51:50,324,1.65667,37.1345,6.94135,55.3712,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:52:50,647,1.67333,37.0698,6.93684,54.3518,299.813,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:53:50,955,1.69028,37.058,6.93684,52.538,300.031,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:54:50,293,1.70667,37.0698,6.93233,51.4693,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:55:50,573,1.72333,37.011,6.93233,50.5343,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:56:50,858,1.74028,37.0051,6.93233,49.5852,300.156,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:57:50,136,1.75667,36.9933,6.93233,48.1651,300.563,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:58:50,30,1.77333,36.9815,6.92782,46.9558,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 1:59:50,727,1.79,36.9521,6.92726,45.3318,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:0:50,37,1.80667,36.9463,6.92782,43.9258,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:1:50,391,1.82333,36.911,6.92331,42.2174,301.094,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:2:50,731,1.84,36.9051,6.92331,40.8816,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:3:50,11,1.85667,36.8874,6.92331,39.82,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:4:50,296,1.87333,36.8463,6.9188,38.2944,299.781,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:5:50,595,1.89,36.8404,6.9188,36.4665,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:6:50,889,1.90694,36.8345,6.9188,35.5456,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:7:50,255,1.92333,36.8345,6.91429,33.8583,300.969,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:8:50,518,1.94,36.858,6.91429,32.0585,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:9:50,829,1.95694,36.9345,6.91429,30.6594,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:10:50,137,1.97333,37.0051,6.90526,29.0706,301.125,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:11:50,416,1.99,37.0874,6.90526,27.4466,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:12:50,741,2.00667,37.1286,6.90526,25.4781,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:13:50,46,2.02333,37.1286,6.90357,23.39,299.75,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:14:50,336,2.04,37.0815,6.90075,21.4848,308.969,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:15:50,658,2.05667,37.0698,6.89962,21.2598,318,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:16:50,965,2.07361,37.0404,6.89568,23.9033,327.094,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:17:50,233,2.09,37.0345,6.89568,27.552,336.25,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:18:50,539,2.10667,37.011,6.89173,31.721,336.25,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:19:50,808,2.12361,36.9992,6.89173,34.1395,336.25,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:20:50,100,2.14,36.9992,6.88722,35.2011,336.25,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:21:50,359,2.15667,36.9757,6.88722,35.4049,331.719,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:22:50,646,2.17333,36.958,6.88271,31.946,331.031,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:23:50,978,2.19028,36.9345,6.88271,29.6471,327.156,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:24:50,247,2.20667,36.9169,6.8782,28.1777,331.063,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:25:50,531,2.22333,36.911,6.8782,29.2463,330.688,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:26:50,825,2.24028,36.8698,6.87368,31.6648,328.219,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:27:50,118,2.25667,36.8522,6.87368,34.5824,330.406,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:28:50,429,2.27333,36.8404,6.87368,35.2081,327.406,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:29:50,699,2.29,36.8228,6.87368,33.4364,331.719,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:30:51,6,2.30694,36.8345,6.87368,30.5751,331.719,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:31:51,291,2.32361,36.8698,6.86917,27.784,331.188,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:32:51,580,2.34028,36.9521,6.86523,24.6344,327.5,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:33:51,861,2.35722,37.0345,6.86466,22.7222,336.25,2,0,0,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:34:51,155,2.37361,37.105,6.83759,21.8785,345.25,2,0,0.0628333,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:35:51,480,2.39028,37.1286,6.83759,22.1527,354.5,2,0,0.270667,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:36:51,808,2.40722,37.1521,6.85113,24.297,363.75,2,0,0.555834,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:37:51,147,2.42361,37.1227,6.85113,26.8841,363.719,2,0,0.555834,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:38:51,431,2.44028,37.058,6.85113,27.5591,363.75,2,0,0.555834,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:39:51,758,2.45694,37.011,6.85056,28.6277,363.75,2,0,0.647667,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:40:51,75,2.47361,37.011,6.85113,29.8088,363.75,2,0,0.647667,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:41:51,349,2.49028,36.9933,6.85113,30.5962,363.75,2,0,0.686334,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:42:51,649,2.50694,36.9874,6.85056,30.1954,363.75,2,0,0.778168,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:43:51,965,2.52389,36.9815,6.85113,28.6277,363.75,2,0,0.778168,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:44:51,287,2.54028,36.9757,6.85113,26.4342,363.75,2,0,0.778168,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:45:51,607,2.55694,36.958,6.84662,23.4533,363.75,2,0,0.903835,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:46:51,895,2.57389,36.9463,6.84662,21.6254,371.281,2,0,0.923168,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:47:51,181,2.59028,36.9345,6.85056,23.7345,377.375,2,0,0.995668,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:48:51,0,2.60694,36.911,6.84662,27.0529,381.125,2,0,1.0875,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:49:51,811,2.62389,36.9051,6.85113,27.5591,381.313,2,0,1.18417,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:50:51,131,2.64028,36.8757,6.85056,27.5028,380.219,2,0,1.18417,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:51:51,425,2.65694,36.8522,6.85113,26.4342,382,2,0,1.25183,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:52:51,728,2.67361,36.8463,6.84662,24.7047,377.875,2,0,1.37267,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:53:51,50,2.69028,36.8463,6.84662,23.7908,381.938,2,0,1.54184,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:54:51,378,2.70694,36.8522,6.85113,23.9033,387.188,2,0,1.624,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:55:51,690,2.72361,36.8874,6.85113,25.703,395.75,2,0,1.624,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:56:51,966,2.74056,36.9404,6.84605,28.6277,395.75,2,0,1.69167,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:57:51,266,2.75694,37.0168,6.84662,29.865,395.75,2,0,1.88017,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:58:51,540,2.77361,37.0756,6.85113,29.4151,395.75,2,0,1.91884,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 2:59:51,861,2.79056,37.1227,6.85113,27.1091,395.75,2,0,1.91884,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 3:0:51,174,2.80694,37.1286,6.84605,25.8155,395.75,2,0,2.0445,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-3-29 3:1:51,2,2.82361,37.1227,6.85113,25.4218,395.75,2,0,2.22333,0.561395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
