MCGS_Time,MCGS_TIMEMS,F1Time,F1_T,F1_pH,F1_DO,F1_ZS,F1_F,F1_P,F1_PHJ,F1_PHS,F1_AF,F1_FD,F1_FD2,F1_TP,F1_GZ,F1_JC,F1_ORP,F1_PO2,F1_PC2,F1_OUR,F1_CER,F1_RQ,F1_KLa,F1_FD3,F1_FD4
2022-8-25 3:42:4,908,0.539444,30.0027,6.52105,95.5139,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:43:4,204,0.555833,30.0145,6.52105,95.5139,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:44:4,468,0.5725,30.0145,6.51882,95.5066,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:45:4,769,0.589444,30.0204,6.52105,95.5431,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:46:4,70,0.605833,30.0321,6.52105,95.4555,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:47:4,380,0.6225,30.0145,6.52105,95.4482,298.844,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:48:4,704,0.639444,30.0204,6.52105,95.4118,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:49:4,972,0.656111,30.0204,6.52552,95.3972,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:50:4,248,0.6725,30.0086,6.52105,95.3972,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:51:4,529,0.689444,30.0086,6.52161,95.3899,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:52:4,827,0.706111,30.0027,6.52161,95.3388,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:53:4,116,0.7225,29.9909,6.52105,95.3388,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:54:4,389,0.739167,29.9615,6.52161,95.3388,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:55:4,702,0.756111,29.9615,6.52161,95.2878,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:56:4,980,0.772778,29.9497,6.52105,95.2805,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:57:4,312,0.789167,29.9262,6.52161,95.2294,298.844,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:58:4,575,0.806111,29.9085,6.52161,95.2367,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 3:59:4,866,0.822778,29.8968,6.52161,95.2367,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:0:4,181,0.839167,29.8968,6.52329,95.2732,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:1:4,470,0.855833,29.885,6.52161,95.2148,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:2:4,802,0.872778,29.8732,6.52608,95.2148,298.844,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:3:4,95,0.889167,29.8791,6.52329,95.2221,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:4:4,425,0.905833,29.8614,6.5244,95.2002,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:5:4,708,0.922778,29.8614,6.52329,95.1565,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:6:4,989,0.939444,29.8909,6.52608,95.1565,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:7:4,291,0.955833,29.9144,6.52608,95.1565,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:8:4,608,0.972778,29.9321,6.52329,95.1711,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:9:4,888,0.989444,29.9439,6.52329,95.1711,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:10:4,174,1.00583,29.9615,6.52496,95.2148,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:11:4,497,1.02278,29.9497,6.52552,95.2075,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:12:4,781,1.03944,29.9615,6.52608,95.1638,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:13:4,69,1.05583,29.9674,6.52552,95.1346,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:14:4,366,1.0725,29.9556,6.52552,95.0981,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:15:4,686,1.08944,29.9733,6.52608,95.0762,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:16:4,11,1.10583,29.9497,6.52608,95.0106,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:17:4,504,1.12278,29.9674,6.52608,95.0179,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:18:4,103,1.13917,29.9497,6.52608,95.0398,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:19:4,365,1.15583,29.938,6.52776,95.0398,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:20:4,650,1.17278,29.9262,6.52608,94.9887,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:21:4,935,1.18944,29.9321,6.52608,94.9741,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:22:4,235,1.20583,29.9085,6.52776,94.9522,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:23:4,604,1.22278,29.8909,6.53055,94.9303,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:24:4,918,1.23944,29.885,6.52887,94.923,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:25:4,210,1.25583,29.8732,6.53055,94.872,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:26:4,480,1.2725,29.885,6.52776,94.8647,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:27:4,779,1.28944,29.8732,6.53055,94.8647,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:28:4,60,1.30583,29.8673,6.53055,94.8574,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:29:4,370,1.3225,29.8909,6.53055,94.872,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:30:4,674,1.33944,29.885,6.53055,94.872,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:31:4,940,1.35611,29.9026,6.53055,94.872,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:32:4,266,1.3725,29.9203,6.53055,94.8136,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:33:4,557,1.38944,29.9262,6.53055,94.8647,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:34:4,834,1.40611,29.9674,6.53055,94.8209,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:35:4,90,1.4225,29.9674,6.53055,94.8136,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:36:4,362,1.43917,29.9439,6.53055,94.8063,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:37:4,673,1.45611,29.9439,6.53223,94.8063,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:38:4,971,1.47278,29.9439,6.53055,94.7553,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:39:4,279,1.48917,29.9556,6.53167,94.7261,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:40:4,628,1.50611,29.9262,6.53111,94.6896,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:41:4,928,1.52278,29.9262,6.53055,94.6896,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:42:4,216,1.53917,29.938,6.53502,94.6386,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:43:4,549,1.55611,29.9085,6.53502,94.6313,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:44:4,848,1.57278,29.9026,6.53502,94.5875,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:45:4,148,1.58917,29.885,6.53502,94.5219,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:46:4,466,1.60583,29.885,6.53949,94.5729,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:47:4,783,1.62278,29.9026,6.53502,94.5146,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:48:4,71,1.63917,29.8909,6.53838,94.5219,298.813,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:49:4,360,1.65583,29.8791,6.53838,94.5219,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:50:4,671,1.67278,29.8791,6.53502,94.5146,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:51:4,942,1.68944,29.8732,6.53838,94.4635,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:52:4,254,1.70583,29.8909,6.53949,94.4562,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:53:4,561,1.72278,29.9026,6.53838,94.4708,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:54:4,865,1.73944,29.9262,6.53782,94.5146,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:55:4,138,1.75583,29.9497,6.53838,94.4635,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:56:4,433,1.7725,29.9439,6.53838,94.4489,298.781,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:57:4,720,1.78944,29.938,6.53838,94.4124,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:58:4,999,1.80611,29.9439,6.53838,94.4197,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 4:59:4,275,1.8225,29.9439,6.53726,94.3468,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:0:4,551,1.83944,29.9439,6.53782,94.3468,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:1:4,846,1.85611,29.938,6.53949,94.3468,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:2:4,115,1.8725,29.9556,6.53838,94.3614,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:3:4,420,1.88917,29.9144,6.53949,94.3395,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:4:4,761,1.90611,29.9203,6.53949,94.2738,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:5:4,48,1.9225,29.9144,6.53949,94.2447,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:6:4,325,1.93917,29.9144,6.53949,94.2811,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:7:4,617,1.95611,29.9085,6.53949,94.2228,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:8:4,937,1.97278,29.885,6.53949,94.1717,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:9:4,249,1.98917,29.8791,6.53949,94.2082,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:10:4,543,2.00611,29.8732,6.53949,94.1571,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:11:4,872,2.02278,29.8673,6.53949,94.1717,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:12:4,153,2.03917,29.885,6.53949,94.1352,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:13:4,440,2.05583,29.9144,6.53949,94.1061,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:14:4,755,2.07278,29.9085,6.53949,94.1425,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:15:4,13,2.08917,29.9144,6.54229,94.1644,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:16:4,317,2.10583,29.9144,6.53949,94.1134,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:17:4,615,2.12278,29.9203,6.53949,94.055,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:18:4,933,2.13944,29.9203,6.54117,94.0623,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:19:4,195,2.15583,29.9262,6.54117,94.0477,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:20:4,486,2.1725,29.9203,6.54173,93.9894,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:21:4,765,2.18944,29.9085,6.54229,93.9967,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:22:4,110,2.20583,29.9085,6.54229,93.9967,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:23:4,416,2.2225,29.8968,6.54229,93.9456,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:24:4,730,2.23944,29.8968,6.53949,93.9383,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:25:5,0,2.25611,29.885,6.54396,93.9091,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:26:4,292,2.2725,29.832,6.54396,93.9237,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:27:4,599,2.28944,29.8673,6.53949,93.8799,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:28:4,897,2.30611,29.8791,6.54396,93.8289,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:29:4,182,2.3225,29.9026,6.54005,93.8143,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:30:4,478,2.33917,29.8968,6.54117,93.8289,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:31:4,776,2.35611,29.9203,6.54396,93.8143,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:32:4,80,2.3725,29.9262,6.54452,93.8289,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:33:4,358,2.38917,29.9556,6.54173,93.8581,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:34:4,671,2.40611,29.938,6.54396,93.8508,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:35:5,11,2.42278,29.9497,6.54396,93.8143,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:36:5,336,2.43944,29.9497,6.54396,93.8289,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:37:5,649,2.45639,29.938,6.54396,93.7632,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:38:5,941,2.47306,29.9909,6.54396,93.7122,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:39:5,286,2.48944,29.9674,6.54396,93.7049,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:40:5,606,2.50639,29.9497,6.54396,93.6465,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:41:5,891,2.52306,29.9556,6.54396,93.6392,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:42:5,221,2.53944,29.9026,6.54396,93.5882,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:43:5,522,2.55611,29.938,6.54396,93.5882,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:44:5,807,2.57306,29.9262,6.54396,93.5225,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:45:5,143,2.58944,29.938,6.54396,93.5152,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:46:5,438,2.60611,29.8556,6.54452,93.4787,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:47:5,736,2.62306,29.9144,6.54396,93.5079,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:48:5,596,2.63972,29.8556,6.54452,93.4714,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:49:5,293,2.65611,29.8791,6.54396,93.4714,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:50:5,624,2.67306,29.8556,6.54844,93.4714,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-8-25 5:51:5,974,2.68972,29.8438,6.54396,93.4714,298.75,2,0,4.46595,0.0452399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
